Street_Name,Nodes
EDISON HIGHWAY,"[{49411840, 49482500, 49454220, 49454221, 10753722516, 49482522, 49412637, 49412638, 49412640, 49412642, 1886255011, 49478949, 49546021, 49482535, 49478952, 1134683816, 49427761, 49456951, 49464888, 49384888, 49384889, 49456953, 683655100, 49482442, 49477197, 49477198, 49482450, 49467096, 49482458, 49467100, 49475166, 49475168, 49497059, 49420900, 49420902, 49482475, 49469165, 1517391742, 49482482, 49482486, 49420925, 49420926, 49482495}]"
CURVING LANE,"[{37607596, 37607734}]"
HAPPY HOLLOW ROAD,"[{37582049, 37648290, 37763304, 37763307, 37424950, 37667446, 37424952}]"
JOHN LOCKE WAY,"[{3405302607, 3405302599}]"
NASHUA CIRCLE,"[{37741300, 37741301}]"
HUNTSMAN ROAD,"[{37638716, 37638709, 37638726}]"
FARM BROOK COURT,"[{1080010255, 37742167}]"
CHAPELDALE ROAD,"[{37809567, 37817692, 37649621, 37585599}]"
IRVING STREET,"[{49537664, 49509909, 49501541}]"
HOPKINS LANE,"[{37766230, 37780818, 37729726, 37802838}]"
CYLBURN AVENUE,"[{49461665, 49461667, 49461669, 49426824, 49461672, 49461646, 49461680, 9945700433, 1987903633, 49461619, 49461620, 49461652, 1987903636, 9945700439, 1987903638, 49461663}]"
PAULETTE ROAD,"[{37683922, 37874602, 37641266, 37683926}]"
BONNIE DOON COURT,"[{37529721, 37655789}]"
ANCHOR BAY COURT,"[{691390368, 691390374}]"
MUTH AVENUE,"[{49459062, 49459063}]"
GLENDALE ROAD,"[{37613952, 37706498, 37668162, 37596868, 37706492, 37706476, 37506355, 37706456, 37706458, 37706460}]"
VENTRY FARM COURT,"[{2123969593, 37494980}]"
DEBONAIR COURT,"[{37808522, 37596887}]"
CARMINE AVENUE,"[{49547611, 49547622}]"
FOERSTER ROAD,"[{3588452649, 37621747}]"
CHASEMOUNT COURT,"[{37818065, 37791985, 37790116}]"
NORTHDALE ROAD,"[{37654592, 37809645, 37933563, 37933564, 37888413}]"
RENWICK AVENUE,"[{49464481, 49464467}]"
LENNINGS LANE,"[{1485394240, 37564608, 37564578, 1485394251, 37357040, 973408147, 37564565, 37564567}]"
STRAND COURT,"[{37761691, 37761694}]"
PLUMBROOK COURT,"[{37786310, 37329247}]"
VAN LILL STREET,"[{4472167944, 49502553, 49502556}]"
WATFORD COURT,"[{37756794, 37609165}]"
CRONRIDGE DRIVE,"[{37418913, 37790979, 37382118, 9938496208, 37555831}]"
CRANWOOD COURT,"[{37673289, 37408361}]"
WESSEX COURT,"[{37541605, 37541582}]"
SIEGWART LANE,"[{49528083, 49556170, 49509891}]"
LAVENHAM COURT,"[{37645425, 37645439}]"
SANDY PLAINS ROAD,"[{37431472, 37607489, 37384666}]"
SHERWOOD MILLS ROAD,"[{37734893, 37723077}]"
HARVESTVIEW ROAD,"[{37637050, 37649325, 671862101, 37637055}]"
SNOW MEADOW LANE,"[{37534220, 37647440, 37339281, 37758743, 37657852}]"
MINNOKA AVENUE,"[{49466084, 49466086}]"
RIVERSIDE ROAD,"[{37735169, 37605923, 37734979, 37613766, 37342504, 37734952, 37734922, 37633997, 37691214, 37734989, 37735026, 37664915, 37734931, 37735001, 37734650, 37735131, 37647070}]"
RUTHERFORD ROAD,"[{37035522, 37798595, 37592735}]"
CEDRIC ROAD,"[{49547547, 5564200445, 49499526, 49499527}]"
CROSSWAY,"[{37734200, 37775969, 37837495}]"
HICKORYHURST DRIVE,"[{37608801, 37608775, 37608746, 37608844, 37608819, 37608756, 37604596, 37608983, 37608766}]"
APOLLO DRIVE,"[{49481092, 49455294}]"
MONKTON ROAD,"[{37669381, 37669769, 37669393, 37681940, 37625749, 37560860, 37669533, 37669662, 2559912224, 37669800, 37669423, 37669564, 37669693, 37669584, 4706101585, 37669590, 37586676, 37669628, 37634941}]"
CHURCH LANE,"[{37784320, 37784328, 37418633, 37784330, 37784331, 37784587, 37751563, 37784334, 37719696, 37784466, 37784211, 37784595, 37784342, 37784599, 5864902043, 5864902044, 37585438, 37729057, 37784227, 37770404, 37784357, 37762469, 37719847, 37784359, 37501739, 37784235, 2013194546, 37725235, 37663796, 37613241, 37423545, 37784377, 37784634, 37784636, 37613256, 703510479, 37784273, 37784657, 37757522, 37661013, 37814741, 37331031, 37698147, 37561321, 37643753, 2129416170, 2013194477, 3184820336, 37784305, 37564793, 37773946, 2129416187}]"
OAK STREET,"[{37515939, 37774277, 1155446822, 37673934, 37673902, 1155446862, 37673937, 37690386, 37645752}]"
CARRE ROAD,"[{37327601, 986232469, 37327593, 37493447}]"
FAIRWAY DRIVE,"[{37776064, 37750400, 37776130, 37750371, 37776132, 37776102, 37776050}]"
ROSEWICK AVENUE,"[{37616196, 37616166, 37616167, 37564263, 37616168, 37616172, 37616173, 37616177, 37616188}]"
CLYDE AVENUE,"[{37677216, 37677219, 2009616900, 37677222, 37626280, 37655255, 37677210, 37677213, 37677215}]"
NORTH CLINTON STREET,"[{49532258, 49475174, 49492135, 49568043, 49474031, 49574864, 49458993, 49537907, 49464630}]"
EDGERTON COURT,"[{37863331, 37679125}]"
POPLAND STREET,"[{49481744, 49481737, 49481739, 49481742}]"
KINGS SQUARE COURT,"[{37721768, 37721765}]"
FULLERDALE AVENUE,"[{37686215, 37636936, 37716690, 37716694, 37716696, 37716697}]"
HAMILTON AVENUE,"[{49477377, 37691401, 49477514, 49477515, 49477528, 37691420, 49477404, 49477405, 49477407, 1102918816, 49477408, 49477410, 49477537, 49477412, 37691430, 37624488, 37691433, 49477421, 49477550, 49477424, 37691441, 37691442, 49477299, 49477428, 912971444, 49477301, 49477560, 49477304, 37691323, 37661885, 49459775, 49477314, 49477316, 49477445, 37691462, 49477320, 49409737, 49477577, 49391179, 49457484, 49477580, 3940883663, 49477327, 49477328, 49477329, 49477330, 49477332, 49477334, 49477337, 49469658, 49463258, 49465436, 49477595, 49477598, 49468894, 49477343, 49458146, 37564261, 49477477, 49477350, 37691369, 49469290, 49477355, 49477481, 49477491, 49477364, 49477366, 37334007, 49477498, 49477371, 37691389, 49477375}]"
MEWS,"[{2389081128, 2389081127}]"
STARLITE COURT,"[{393527374, 1411708759}]"
TOWSON ROUNDABOUT,"[{37685798, 37438769, 891006483, 10738762772, 891006484, 4586086614, 2940555575, 37438776, 621524378, 1973616574, 8338932383}]"
GEORGIA BELLE COURT,"[{383981264, 383981260}]"
BLYDEN ROAD,"[{49488792, 49492914}]"
CORALBERRY COURT,"[{49468725, 49468727}]"
ARION AVENUE,"[{49491648, 49479482}]"
RETTMAN LANE,"[{37666461, 4622473790, 37855543}]"
RAVENWOOD ROAD,"[{37690311, 37582734, 37690290, 37690292, 37690330}]"
DEAUVILLE COURT,"[{669143680, 37647621}]"
MEADOWLARK DRIVE,"[{37712140, 37718390, 37718423}]"
PLANETREE CIRCLE,"[{2124657355, 2124657343}]"
BEXHILL ROAD,"[{37842208, 37683521, 2286253541, 37723845, 2286253542, 37591445, 37591446, 37731829, 37842294, 37842233}]"
GLADYS AVENUE,"[{37622354, 37622356}]"
FIELDVIEW ROAD,"[{37602458, 37602459, 37602483}]"
LA BELLE AVENUE,"[{37632209, 37611573, 37704982, 1333081765}]"
SUNBERRY ROAD,"[{37590369, 952676461}]"
VALLEY CROSSING CIRCLE,"[{37689277, 37689279}]"
HIGH GREEN LANE,"[{37457624, 37645473}]"
CENTER AVENUE,"[{37658312, 37770537, 37721810, 37603287}]"
PANORAMA DRIVE,"[{383978468, 5693126714, 37038315, 822124350, 383978424, 5693126712, 383978426, 383978428, 383978430}]"
GITTINGS AVENUE,"[{49494914, 49564294, 49474952, 49564296, 49525130, 49499019, 49490704, 49462421, 49563289, 49508505, 49512876, 8868259629, 8868259631, 49560499, 49455935, 49529029, 49501897, 1450777801, 49480909, 49544149, 49539297, 49528435, 49522420, 49464051, 49528439}]"
YELLOW DOLL DRIVE,"[{37623297, 393527907, 37623276, 37612951}]"
HARTFELL ROAD,"[{37661098, 37602851, 393384558, 37572143}]"
HOLLYBROOK COURT,"[{1455669769, 37898734}]"
OWINGS MILLS BOULEVARD,"[{37733637, 8805233405, 443520779, 1912974475, 37624078, 37795087, 846290065, 691565462, 37492634, 393527327, 37785376, 37661857, 37729442, 1912974369, 37795236, 7617098149, 7617098148, 8444008745, 37625770, 9695662251, 1912974506, 2460751916, 1532815536, 37778609, 1532815537, 1912974388, 6035841079, 37352890, 691565500, 691565501, 1532815549, 691565379, 986242757, 37610566, 9938496200, 3405302602, 1754758347, 37795023, 37701200, 37588177, 7616768209, 37794133, 1754758357, 37635927, 37795287, 37795161, 7616768216, 37795035, 7616768221, 37668318, 37585503, 37320159, 8579342177, 699302112, 6035842275, 37795173, 37762662, 691565286, 1253287529, 37795049, 1519896809, 9956129259, 37669998, 443961070, 37795057, 691565685, 37795063, 691565561, 1912974330, 37795195, 2237913341}]"
MARIPOSA ROAD,"[{37596814, 37589198}]"
POWDER PLACE,"[{37644697, 37690401}]"
LEASDALE ROAD,"[{1015174232, 1015174210, 1015174222, 1015174207}]"
RIGHT ELEVATOR DRIVE,"[{37833988, 37846398}]"
MARLBOROUGH ROAD,"[{37664345, 37786563}]"
MANTUA MILL ROAD,"[{37901955, 37684756, 37610693, 37321342}]"
BRIGHTWOOD AVENUE,"[{49460328, 49556753, 49549441, 49483257}]"
LORING COURT,"[{5067664240, 37243470}]"
LENA LANE,"[{1811514019, 1811514012}]"
STADIUM WAY,"[{1517391543, 49515679}]"
GLENMONT ROAD,"[{37551945, 37657722, 37551958, 37657719}]"
TOWOOD ROAD,"[{37601697, 37601740}]"
CURTIS AVENUE,"[{842768006, 49547404, 49481744, 49547410, 49547413, 49475226, 49547418, 49402276, 49528358, 49463851, 49469243, 49503292, 49503949, 49529933, 49485532, 49508067, 49497199, 49541108, 49534331, 610422911}]"
ALLVIEW COURT,"[{37581976, 37440403}]"
RITA PLACE,"[{37706597, 37252637}]"
TWIN RIVER BEACH ROAD,"[{37603868, 37654030}]"
WEDDEL AVENUE,"[{37625040, 37565435}]"
BLOOMFIELD AVENUE,"[{49572194, 8027115016, 49459925, 49572184, 49524985, 49549754}]"
NEWELL AVENUE,"[{37774918, 37725022, 37774927}]"
SPRINGDALE ROAD,"[{37867537, 37645827, 37867605}]"
BEECH BARK LANE,"[{37740640, 37424682, 1747067236}]"
WINDY RIDGE ROAD,"[{37691803, 37691799}]"
ZADOC COURT,"[{37384905, 37768127}]"
LAKE AVENUE,"[{49468802, 49468809, 49468810, 49468811, 49468812, 49451997, 49468816, 49468823, 49468824, 49468828, 49468829, 49438462}]"
DARWOOD DRIVE,"[{37633056, 37633065, 37633039, 37633019, 37633020}]"
SAPELO ROAD,"[{37637466, 37582469}]"
DAHLIA LANE,"[{37644288, 37862336, 37679398, 37600840, 37657257, 37598351, 37885711, 37591089, 37869333, 37594104, 37483997}]"
READ ROAD,"[{37874436, 37868255}]"
KURTZ AVENUE,"[{37749891, 37610086, 37815660, 37574041, 37747708}]"
CHARING TERRACE,"[{37590264, 1453372569}]"
COOPERS RUN COURT,"[{37732760, 37616053, 37658816}]"
FORGE HILL ROAD,"[{822123883, 822123892, 822123894}]"
BONDI WAY,"[{1467424160, 37826710}]"
WOODHOLME CENTER CIRCLE,"[{1000064576, 37561380, 8110353646, 8110353653, 7638983835, 37354589}]"
JOPPA TERRACE,"[{1119461675, 37614228, 37614647, 37614650, 37682877}]"
BERRYCREST COURT,"[{37901553, 37803398}]"
TUDSBURY ROAD,"[{37651936, 37350689, 37387718, 37605384, 37731561, 37760138, 37760148, 37760149, 37760151, 37491449, 37625819}]"
STRINGTOWN ROAD,"[{37561194, 37561031}]"
CARNELIARD COURT,"[{1055497121, 1055497275}]"
HOWARD SQUARE DRIVE,"[{37612387, 6953446773}]"
BRUSHFIELD ROAD,"[{37579713, 37579719, 37579698, 37579699, 37579734, 37579740}]"
EAST 38TH STREET,"[{49488224, 49488218, 49488220, 49488226}]"
WIRT AVENUE,"[{49497528, 49529210, 49536555, 49493495}]"
CALVIN AVENUE,"[{49527561, 49559388}]"
ROWE LANE,"[{37660250, 37660261, 37660239}]"
BRIGHTOAK COURT,"[{37911713, 37802171}]"
DUNROMING ROAD,"[{49489098, 49504220, 49480999}]"
SOUTH MOUNT STREET,"[{49456580, 889582663, 889582665, 49484527, 49520464, 49456689, 49474704, 4773791858, 49510607, 4773791859, 49520439, 49501368, 889582652, 889582653}]"
CHELTENHAM COURT,"[{37606873, 37606897}]"
NAIRAM COURT,"[{37573412, 37747701}]"
BLUE BELL WAY,"[{37580123, 37689092}]"
QUARTERWOOD COURT,"[{37647098, 1367104836}]"
POPLAR TERRACE,"[{49542192, 49556946, 49523807}]"
PATUXENT ROAD,"[{37450784, 37683297, 37450782}]"
EMERALD ROAD,"[{37696449, 37696451, 3103225832, 37613968, 37747190, 37696447}]"
NORTH CENTRAL AVENUE,"[{5298066307, 5298066308, 49475094, 982863904, 982863906, 5749632825, 5749632826, 5749632827, 5749632828, 49534530, 5749632836, 5749632837, 49456972, 1234827597, 49525719, 49501793, 49565800, 49535337, 49514346, 49494773, 9373127669, 49565816, 49565819, 49565821, 49496959}]"
RINGWOOD DRIVE,"[{37622636, 37622596, 37622653, 37622638}]"
MAPLE VIEW WAY,"[{1462034449, 3075335055}]"
TRAYMORE ROAD,"[{37791030, 37791015}]"
CARROLL PLACE,"[{37736677, 37736679}]"
EVERSLEY STREET,"[{891279920, 49454933, 49454918}]"
GUILFORD TERRACE,"[{49486848, 49538746, 49459868}]"
MERRYMOUNT ROAD,"[{49469392, 49469339}]"
CASSANDRA ROAD,"[{37564484, 37713125, 37663406, 37760048, 37760050, 37649971}]"
KEATON AVENUE,"[{37685402, 37685403}]"
GREENRIDGE ROAD,"[{37613113, 37353306, 37480059, 37703141}]"
WINDSONG COURT,"[{37664405, 37664406}]"
LAURENCE BROOKE ROAD,"[{37376778, 37376780, 37376781}]"
ADAMS ROAD,"[{37621968, 952675897}]"
CATHERINE AVENUE,"[{37773424, 37493523, 37462101, 37659382, 37462105}]"
EMPIRE COURT,"[{37619880, 37636287}]"
CLEMENTINE COURT,"[{37928146, 37812862}]"
NORBURN ROAD,"[{37853736, 37673133}]"
CYLBURN MEADOWS COURT,"[{49560672, 49560670}]"
NUTHATCH COURT,"[{37462758, 37649175}]"
SYLWOOD DRIVE,"[{37769208, 37769220}]"
WOODSYDE PLACE,"[{37851560, 37752484}]"
POPLAR RIDGE COURT,"[{37875768, 37864730, 37465668, 37333709}]"
HAWTHORNE AVENUE,"[{37561313, 37783857, 37783860, 37562679, 37562683}]"
SCHOOL LANE,"[{37829573, 37682125, 37907026, 37935993, 37609981}]"
BEDLINGTON DRIVE,"[{37506160, 37692664}]"
CHILWORTH AVENUE,"[{37602720, 37888602}]"
OLD VALLEY ROAD,"[{37669121, 37412587}]"
YORKSHIP SQUARE,"[{37650907, 37773973}]"
PATTERSON AVENUE,"[{37780226, 37780228, 37585295, 49458325, 37673367, 49458345, 49458354, 49458357, 844350773, 49458360, 49458362, 844350779, 49458364, 49458366, 2185628486, 2089509361, 9777713394, 49413876, 37780213, 2089509364, 37780215, 37780219, 37780223}]"
EDGEMERE AVENUE,"[{49441673, 37636586, 37636587, 37636588, 49441674, 49481933, 49484344}]"
YOUNGSTOWN AVENUE,"[{49476206, 49436333, 37775806, 37613007}]"
GRINNALDS AVENUE,"[{49466131, 49466135, 49466127}]"
DAMSEL ROAD,"[{37574240, 37710102}]"
FLINTSTONE ROAD,"[{37450705, 37772980}]"
FRANKFORD ROAD,"[{3434600217, 49507202, 49538003, 1104181181}]"
MOUNT ALTO AVENUE,"[{37630736, 37621021}]"
WALKERN ROAD,"[{37901083, 37746009, 37831155, 37814268}]"
MARGATE COURT,"[{37612409, 1055496850, 1055497061, 37686687}]"
LARLIN ROAD,"[{37625088, 37788480}]"
DEBENHAM COURT,"[{37589859, 37589860}]"
CEDAR GROVE COURT,"[{365791025, 365791062}]"
BUCKHORN ROAD,"[{37665932, 37665941}]"
CHARLES HENRY LANE,"[{37864281, 37864298, 37864279}]"
JODY KNOLL ROAD,"[{37691248, 37691273, 37691261, 37691263}]"
EAST LOMBARD STREET,"[{49384838, 49570187, 49429390, 49415824, 49456147, 49403162, 49503130, 49499036, 49570205, 631347102, 49488414, 49528732, 631168287, 49556130, 49522598, 49534246, 49535274, 49494699, 49490348, 49474605, 631239338, 49486511, 49506607, 49404468, 1285206582, 49444791, 1285206585, 1285206586, 49537212, 972455287, 5749632832, 9331089090, 9331089091, 631251139, 49384771, 9331089094, 9331089095, 9331089092, 1285206602, 49384779, 49509708, 49443277, 49496144, 49384787, 49425751, 49475034, 49468635, 49544028, 49476189, 49423966, 49480794, 49465192, 49570156, 49483757, 49564909, 49457007, 49532655, 631149680, 49456626, 49559155, 49430645, 49536757, 49504887, 49470457, 49550075, 49489534}]"
MACBETH DRIVE,"[{49504219, 49480996, 49480869}]"
CHARTLEY DRIVE,"[{37573792, 37693316, 37693324, 37563344, 37693297, 37693298, 37693338, 37693309}]"
BREEZY TREE COURT,"[{37871581, 37863631}]"
WEATHERBEE ROAD,"[{37750400, 37750368, 37750369, 37692963, 37750371, 37750378, 1305348975, 1305348945, 37750390, 37750364}]"
MARNOR STREET,"[{49512320, 49512327}]"
EASTSHIP ROAD,"[{37698731, 37698724}]"
BRENTWOOD AVENUE,"[{49456768, 49456737, 1407771202, 49456739, 49456770, 37631084, 37631086, 37631088, 37631090, 49456787, 37631092, 49456786, 49456731, 49456764, 49456733}]"
HILL DRIVE,"[{37356435, 37870037}]"
KEY VIEW WAY,"[{388416853, 388416870}]"
JULES BRENTONY COURT,"[{37594211, 37302614}]"
BARN GATE COURT,"[{37699450, 1461735719}]"
LOOKOUT COURT,"[{667380353, 667380363}]"
BRIDGEWOOD DRIVE,"[{37718080, 37762707, 37688227, 37845582}]"
SAWMILL COURT,"[{37564393, 37315045}]"
BEECHWOOD ROAD,"[{37738337, 37738339, 37738344, 37738345, 37738319, 37636849}]"
ROCKFLEET ROAD,"[{37370738, 37560804, 37560830, 37560838}]"
SHADY LANE,"[{37387456, 37810977}]"
OAKLAND PARK ROAD,"[{37851554, 37793972}]"
TESSIER STREET,"[{49459067, 871383086}]"
ROBERT MYERS BOULEVARD,"[{37322880, 37871362, 37839043, 37871403, 37871405, 37533966, 37839279, 37327345, 37260146, 37871379, 37243252, 37871381, 37839061, 37839287, 9155567486}]"
BLENFIELD COURT,"[{37679812, 37679821}]"
RIDGELAWN ROAD,"[{37851584, 37815587, 37851596}]"
JOYCE PLACE,"[{37745429, 37591077}]"
NORTH DAKOTA AVENUE,"[{37623160, 37623161, 37623158, 37649943}]"
BALD EAGLE COURT,"[{3817904296, 7111692673, 3817904207}]"
ELMTREE STREET,"[{49503282, 49503284, 49503286, 49503289, 49503292}]"
FOREST HILL ROAD,"[{37585156, 2149653574, 37798344, 37798346, 37798328}]"
PURLINGTON WAY,"[{49474342, 49538219, 49474316, 49474360, 49474292, 49474359, 9389609944, 49474301}]"
SHOSHONE COURT,"[{37769065, 37603028}]"
HARRITON ROAD,[{49531161}]
TORRINGTON CIRCLE,"[{37636656, 37625195, 37636621, 37584847}]"
ROCKWAY ROAD,"[{37814141, 37940991}]"
GOLDFIELD COURT,"[{37856162, 37856164}]"
GREENBRIER ROAD,"[{37888466, 37907548, 37674181}]"
WESTMORELAND AVENUE,"[{37764355, 37654859, 37706155, 37706191, 37764371}]"
OPEN BIBLE WAY,"[{3072116177, 3072116164}]"
COUNTRY HILL COURT,"[{37441948, 393529436}]"
WESLEY CHAPEL ROAD,"[{37823814, 37712456, 37823944, 37647692, 37814578}]"
DEACONHILL COURT,"[{49570089, 49558963}]"
DUNKIRK AVENUE,"[{49464667, 49525629}]"
SCHOOL HOUSE LANE,"[{37595810, 37595813, 37595807}]"
BUTLER ROAD,"[{37908608, 37357069, 8853514000, 8853514001, 8853514011, 37871143, 37871146, 37918763, 37902123, 37908652, 37720883, 37884215, 37807545, 37489853, 37787591, 37321342, 37772113, 37611480, 37807323, 1031816283, 37704288, 37625313, 37661675, 37583610, 37668222}]"
VALE CREST COURT,"[{37880440, 842396004}]"
CONTACT COURT,"[{37617288, 37627541}]"
BETTERTON ROAD,"[{9604725440, 37861513, 9955942406}]"
TIMBER KNOLL ROAD,"[{37597021, 37596989}]"
LOMOND COURT,"[{37761425, 37887578}]"
HEATHERTON COURT,"[{37790909, 37790895}]"
CUTTY SARK ROAD,"[{37804461, 37601901, 37601919}]"
TODSON LANE,"[{697325048, 697325094}]"
BRUCE DALE DRIVE,"[{3185019942, 7772581483, 3185020564, 3185019956, 3185019930, 3185019933}]"
DETROIT AVENUE,"[{49482560, 49546731, 49549333}]"
VOLZ AVENUE,"[{37687516, 37687517}]"
AMES COURT,"[{37877998, 37359750}]"
GREENBANK ROAD,"[{37683297, 37683340, 37683312, 37615282, 37683282, 37683286, 37683351, 37683352, 37683294, 37639967}]"
CHIPPEWA COURT,"[{37910859, 37890717}]"
MAPLELEAF COURT,"[{37808281, 37808260}]"
BRACKENRIDGE COURT,"[{49561657, 49571283}]"
DYSON DAN COURT,"[{37737041, 37737054}]"
ARROWOOD COURT,"[{37713795, 37713796}]"
BROOK AVENUE,"[{49541888, 49541889, 49473892, 49488293, 49456045, 49520500, 49520501, 49541849, 49457565, 49457343}]"
LANCASTER ROAD,"[{37646387, 37775742}]"
SOUTH DECKER AVENUE,"[{49504867, 49504868, 49504870, 49504872, 49504875, 49471405, 49483853, 49392208, 49504885, 49459798, 49504887, 49455549}]"
SPARROW HILL COURT,"[{37868436, 37662030, 37868455}]"
WALDEN CEDAR COURT,"[{2584431825, 37831939}]"
UFFINGTON ROAD,"[{1399419031, 49464746, 1399419021, 1022042855}]"
DEEP POWDER COURT,"[{37366317, 37366295}]"
LA VALE ROAD,"[{37423289, 37336799}]"
MAPLE GROVE AVENUE,"[{37731795, 37731815}]"
WATER STREET,"[{1234772971, 49505644, 49505646, 49505647, 972455313, 49505650, 49480787, 1234772948, 49488410, 49500251}]"
KALB MANOR ROAD,"[{37820922, 37643229}]"
CONCERT WAY,"[{37745848, 37589602, 37590573}]"
NORTH PINE STREET,"[{49401360, 49453026, 49478030}]"
CARLSBAD COURT,"[{37824380, 37870125}]"
NORTH PARADISE AVENUE,"[{37852656, 37852657}]"
NITRAM COURT,"[{37738264, 37834899}]"
FALCON RIDGE DRIVE,"[{37634626, 37634580}]"
AQUARIUS COURT,"[{49468056, 49468055}]"
SABINA AVENUE,"[{49534572, 49407471}]"
RIDGELY AVENUE,"[{37643552, 37643523, 37643494, 37643496, 37643508, 37564215, 37643487}]"
RUXTON CROSSING ROAD,"[{37608416, 37608419}]"
BELT STREET,"[{1921364834, 49549229, 49568878, 49558894, 1921364815, 841415155, 49508415}]"
SEVEN COURTS DRIVE,"[{37627393, 37627394, 37591811, 1940759046, 1940759039, 37627405, 37627411, 37627421, 37552809, 37608746, 1462034358, 37627455, 37627461, 37627470, 37627480, 37627353, 37627354, 37627358, 1940759031, 37627364, 1940759018, 37627378, 37627380, 1462034422, 37627383, 37627389, 37627391}]"
SILVER LAKE DRIVE,"[{37793448, 37938856}]"
EVATT COURT,"[{37742372, 37694262}]"
ELMLEY AVENUE,"[{49412640, 49464897, 49412642, 49464901, 49464874, 49464876, 49464877, 49464879, 49464943, 832307380, 49464918, 49464888}]"
STURGIS COURT,"[{37634978, 37872743}]"
TOMAHAWK COURT,"[{2732813248, 1338737878, 37711182}]"
PENN STREET,"[{49456640, 49474662, 49457711, 49523954, 49463667, 49507288, 49496217}]"
STUMPFS ROAD,"[{37840481, 37860532}]"
ROLANDVUE ROAD,"[{37671667, 37671644, 37671653, 1539009006}]"
THEODORE AVENUE,"[{49479218, 49473822}]"
SOLWAY ROAD,"[{37862561, 37834970, 37835979}]"
VIEWRIDGE DRIVE,"[{37592845, 37592862}]"
OAK COURT,"[{37585152, 37596369, 37596378, 37596376}]"
GRANNY SMITH COURT,"[{602419345, 602419323}]"
SOUTH KENWOOD AVENUE,"[{2123388803, 49483845, 49485098, 49485100, 49485101, 49459789, 49485103, 49485102, 2389082994, 49455539, 49461049, 49471390}]"
CLEARFIELD CIRCLE,"[{37775328, 37592955, 37775190}]"
MEREDITH RIDGE ROAD,"[{1660080384, 1660080355, 1660080380, 37890261}]"
JUDY LANE,"[{37712867, 37809382, 37582310, 37729126, 37901033, 37876045}]"
BANISTER ROAD,"[{49563676, 49498101}]"
MAYBIN CIRCLE,"[{37766402, 37660127}]"
MOSSWAY,"[{37699818, 8868259629, 49528430, 8868259631, 8868259632, 1604318323, 1657650932, 49528435, 49528439, 49528440, 49536697}]"
PELHAM ROAD,"[{3659302733, 37616989}]"
SOUTHPORT AVENUE,"[{2900138081, 49535754}]"
COLUMBIA COURT,"[{37586685, 37308381}]"
HEDRICKS COURT,"[{37664156, 37664142}]"
CHARLESWAY,"[{11951145261, 37743669, 37572326, 1330253599}]"
